id,text,words,ner_tags,cleaned_text,lemmatized_text,gliner_entities,spacy_entities
en-doc6264-sent51,A series of incidents in the 1960s marked the intensification of Argentine sovereignty claims .,"['A', 'series', 'of', 'incidents', 'in', 'the', '1960s', 'marked', 'the', 'intensification', 'of', 'Argentine', 'sovereignty', 'claims', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",a series of incidents in the 1960s marked the intensification of argentine sovereignty claims,a series of incident in the 1960 mark the intensification of argentine sovereignty claim,[],"[{'text': 'argentine', 'start': 65, 'end': 74, 'label': 'MISC'}]"
en-doc6298-sent9,"He played "" Faceman "" from 1982 to 1986 ( although the series did n't air until January 1983 , and the final episode was n't shown until 1987 re-runs ) .","['He', 'played', '""', 'Faceman', '""', 'from', '1982', 'to', '1986', '(', 'although', 'the', 'series', 'did', ""n't"", 'air', 'until', 'January', '1983', ',', 'and', 'the', 'final', 'episode', 'was', ""n't"", 'shown', 'until', '1987', 're-runs', ')', '.']","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",he played faceman from 1982 to 1986 although the series did n t air until january 1983 and the final episode was n t shown until 1987 re runs,he play faceman from 1982 to 1986 although the series do n t air until january 1983 and the final episode be n t show until 1987 re run,"[{'start': 0, 'end': 2, 'text': 'He', 'label': 'person', 'score': 0.5959165692329407}]",[]
en-doc6430-sent120,Further AVE routes are under construction .,"['Further', 'AVE', 'routes', 'are', 'under', 'construction', '.']","[0, 1, 0, 0, 0, 0, 0]",further ave routes are under construction,far ave route be under construction,"[{'start': 0, 'end': 18, 'text': 'Further AVE routes', 'label': 'location', 'score': 0.517504096031189}]",[]
en-doc6405-sent28,"Work continued on the downhill side towards the Hudson , and when the marsh froze in winter , the crews worked to complete the section across the swamps .","['Work', 'continued', 'on', 'the', 'downhill', 'side', 'towards', 'the', 'Hudson', ',', 'and', 'when', 'the', 'marsh', 'froze', 'in', 'winter', ',', 'the', 'crews', 'worked', 'to', 'complete', 'the', 'section', 'across', 'the', 'swamps', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",work continued on the downhill side towards the hudson and when the marsh froze in winter the crews worked to complete the section across the swamps,work continue on the downhill side towards the hudson and when the marsh freeze in winter the crew work to complete the section across the swamp,"[{'start': 22, 'end': 35, 'text': 'downhill side', 'label': 'location', 'score': 0.37051206827163696}, {'start': 48, 'end': 54, 'text': 'Hudson', 'label': 'location', 'score': 0.7568774819374084}, {'start': 70, 'end': 75, 'text': 'marsh', 'label': 'location', 'score': 0.45373082160949707}, {'start': 98, 'end': 103, 'text': 'crews', 'label': 'organization', 'score': 0.6584451198577881}]",[]
en-doc6128-sent27,"The elders suggest agreeing with the people 's wishes , but Rehoboam decides to go with the advice of the youths , namely to enforce even heavier servitude .","['The', 'elders', 'suggest', 'agreeing', 'with', 'the', 'people', ""'s"", 'wishes', ',', 'but', 'Rehoboam', 'decides', 'to', 'go', 'with', 'the', 'advice', 'of', 'the', 'youths', ',', 'namely', 'to', 'enforce', 'even', 'heavier', 'servitude', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",the elders suggest agreeing with the people s wishes but rehoboam decides to go with the advice of the youths namely to enforce even heavier servitude,the elder suggest agree with the people s wish but rehoboam decide to go with the advice of the youth namely to enforce even heavy servitude,"[{'start': 0, 'end': 10, 'text': 'The elders', 'label': 'organization', 'score': 0.8224966526031494}, {'start': 33, 'end': 43, 'text': 'the people', 'label': 'organization', 'score': 0.527744710445404}, {'start': 60, 'end': 68, 'text': 'Rehoboam', 'label': 'person', 'score': 0.9767207503318787}, {'start': 102, 'end': 112, 'text': 'the youths', 'label': 'organization', 'score': 0.5221225619316101}]",[]
en-doc6123-sent41,"Russell 's eldest son , John , suffered from serious mental illness , which was the source of ongoing disputes between Russell and John 's mother , Russell 's former wife , Dora .","['Russell', ""'s"", 'eldest', 'son', ',', 'John', ',', 'suffered', 'from', 'serious', 'mental', 'illness', ',', 'which', 'was', 'the', 'source', 'of', 'ongoing', 'disputes', 'between', 'Russell', 'and', 'John', ""'s"", 'mother', ',', 'Russell', ""'s"", 'former', 'wife', ',', 'Dora', '.']","[2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",russell s eldest son john suffered from serious mental illness which was the source of ongoing disputes between russell and john s mother russell s former wife dora,russell s eld son john suffer from serious mental illness which be the source of ongoing dispute between russell and john s mother russell s former wife dora,"[{'start': 0, 'end': 7, 'text': 'Russell', 'label': 'person', 'score': 0.9770224094390869}, {'start': 24, 'end': 28, 'text': 'John', 'label': 'person', 'score': 0.9304797649383545}, {'start': 119, 'end': 126, 'text': 'Russell', 'label': 'person', 'score': 0.9527197480201721}, {'start': 131, 'end': 135, 'text': 'John', 'label': 'person', 'score': 0.89485102891922}, {'start': 148, 'end': 155, 'text': 'Russell', 'label': 'person', 'score': 0.9691770076751709}, {'start': 173, 'end': 177, 'text': 'Dora', 'label': 'person', 'score': 0.9369621276855469}]","[{'text': 'russell s eldest', 'start': 0, 'end': 16, 'label': 'PER'}, {'text': 'john', 'start': 21, 'end': 25, 'label': 'PER'}, {'text': 'russell', 'start': 112, 'end': 119, 'label': 'PER'}, {'text': 'john s mother', 'start': 124, 'end': 137, 'label': 'PER'}, {'text': 'russell s', 'start': 138, 'end': 147, 'label': 'PER'}]"
en-doc6376-sent25,"The musical debuted at Tokyo Metropolitan Art Space on September 4 , 2008 running through September 14 .","['The', 'musical', 'debuted', 'at', 'Tokyo', 'Metropolitan', 'Art', 'Space', 'on', 'September', '4', ',', '2008', 'running', 'through', 'September', '14', '.']","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",the musical debuted at tokyo metropolitan art space on september 4 2008 running through september 14,the musical debut at tokyo metropolitan art space on september 4 2008 run through september 14,"[{'start': 23, 'end': 51, 'text': 'Tokyo Metropolitan Art Space', 'label': 'location', 'score': 0.9172449707984924}]","[{'text': 'tokyo', 'start': 23, 'end': 28, 'label': 'LOC'}]"
en-doc5949-sent30,Downey was supposed to grab her arm and twist but twisted too hard .,"['Downey', 'was', 'supposed', 'to', 'grab', 'her', 'arm', 'and', 'twist', 'but', 'twisted', 'too', 'hard', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",downey was supposed to grab her arm and twist but twisted too hard,downey be suppose to grab her arm and twist but twist too hard,"[{'start': 0, 'end': 6, 'text': 'Downey', 'label': 'person', 'score': 0.9755638241767883}]",[]
en-doc5979-sent368,"As well , utility player Mark Loretta accepted Houston 's salary arbitration .","['As', 'well', ',', 'utility', 'player', 'Mark', 'Loretta', 'accepted', 'Houston', ""'s"", 'salary', 'arbitration', '.']","[0, 0, 0, 0, 0, 2, 2, 0, 4, 0, 0, 0, 0]",as well utility player mark loretta accepted houston s salary arbitration,as well utility player mark loretta accept houston s salary arbitration,"[{'start': 10, 'end': 24, 'text': 'utility player', 'label': 'miscellaneous', 'score': 0.31240469217300415}, {'start': 25, 'end': 37, 'text': 'Mark Loretta', 'label': 'person', 'score': 0.982679009437561}, {'start': 47, 'end': 54, 'text': 'Houston', 'label': 'location', 'score': 0.9809470772743225}]","[{'text': 'mark loretta', 'start': 23, 'end': 35, 'label': 'PER'}, {'text': 'houston s salary', 'start': 45, 'end': 61, 'label': 'ORG'}]"
en-doc6353-sent13,"The counting of possible isomers for diderivatives was however criticized by Albert Ladenburg , a former student of Kekulé , who argued that Kekulé 's 1865 structure implied two distinct "" ortho "" structures , depending on whether the substituted carbons are separated by a single or a double bond .","['The', 'counting', 'of', 'possible', 'isomers', 'for', 'diderivatives', 'was', 'however', 'criticized', 'by', 'Albert', 'Ladenburg', ',', 'a', 'former', 'student', 'of', 'Kekulé', ',', 'who', 'argued', 'that', 'Kekulé', ""'s"", '1865', 'structure', 'implied', 'two', 'distinct', '""', 'ortho', '""', 'structures', ',', 'depending', 'on', 'whether', 'the', 'substituted', 'carbons', 'are', 'separated', 'by', 'a', 'single', 'or', 'a', 'double', 'bond', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",the counting of possible isomers for diderivatives was however criticized by albert ladenburg a former student of kekul who argued that kekul s 1865 structure implied two distinct ortho structures depending on whether the substituted carbons are separated by a single or a double bond,the counting of possible isomer for diderivative be however criticize by albert ladenburg a former student of kekul who argue that kekul s 1865 structure imply two distinct ortho structure depend on whether the substitute carbon be separate by a single or a double bond,"[{'start': 77, 'end': 93, 'text': 'Albert Ladenburg', 'label': 'person', 'score': 0.9419564008712769}, {'start': 116, 'end': 122, 'text': 'Kekulé', 'label': 'person', 'score': 0.8235381841659546}, {'start': 141, 'end': 147, 'text': 'Kekulé', 'label': 'person', 'score': 0.8113541007041931}]","[{'text': 'albert ladenburg', 'start': 77, 'end': 93, 'label': 'PER'}]"
en-doc6060-sent1,"The Ethnologue lists a total of 14 , but the number varies between seven and seventeen depending on the classification scheme followed .","['The', 'Ethnologue', 'lists', 'a', 'total', 'of', '14', ',', 'but', 'the', 'number', 'varies', 'between', 'seven', 'and', 'seventeen', 'depending', 'on', 'the', 'classification', 'scheme', 'followed', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",the ethnologue lists a total of 14 but the number varies between seven and seventeen depending on the classification scheme followed,the ethnologue list a total of 14 but the number vary between seven and seventeen depend on the classification scheme follow,"[{'start': 0, 'end': 14, 'text': 'The Ethnologue', 'label': 'organization', 'score': 0.9715180993080139}]",[]
en-doc5894-sent5,"Depeche Mode 's origins date back to 1977 , when Vince Clarke and Andrew Fletcher formed a band called No Romance in China , with Clarke on vocals and guitar and Fletcher on bass .","['Depeche', 'Mode', ""'s"", 'origins', 'date', 'back', 'to', '1977', ',', 'when', 'Vince', 'Clarke', 'and', 'Andrew', 'Fletcher', 'formed', 'a', 'band', 'called', 'No', 'Romance', 'in', 'China', ',', 'with', 'Clarke', 'on', 'vocals', 'and', 'guitar', 'and', 'Fletcher', 'on', 'bass', '.']","[4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2, 0, 0, 0, 0, 4, 4, 4, 4, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0]",depeche mode s origins date back to 1977 when vince clarke and andrew fletcher formed a band called no romance in china with clarke on vocals and guitar and fletcher on bass,depeche mode s origin date back to 1977 when vince clarke and andrew fletcher form a band call no romance in china with clarke on vocal and guitar and fletcher on bass,"[{'start': 0, 'end': 12, 'text': 'Depeche Mode', 'label': 'organization', 'score': 0.9594936370849609}, {'start': 49, 'end': 61, 'text': 'Vince Clarke', 'label': 'person', 'score': 0.9882495403289795}, {'start': 66, 'end': 81, 'text': 'Andrew Fletcher', 'label': 'person', 'score': 0.9734185934066772}, {'start': 103, 'end': 113, 'text': 'No Romance', 'label': 'organization', 'score': 0.5994143486022949}, {'start': 117, 'end': 122, 'text': 'China', 'label': 'location', 'score': 0.9094330072402954}]","[{'text': 'depeche mode s', 'start': 0, 'end': 14, 'label': 'PER'}, {'text': 'vince clarke', 'start': 46, 'end': 58, 'label': 'PER'}, {'text': 'andrew fletcher', 'start': 63, 'end': 78, 'label': 'PER'}, {'text': 'china', 'start': 114, 'end': 119, 'label': 'LOC'}]"
en-doc6115-sent19,"Sadly Masaccio died at 27 , leaving the work unfinished .","['Sadly', 'Masaccio', 'died', 'at', '27', ',', 'leaving', 'the', 'work', 'unfinished', '.']","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",sadly masaccio died at 27 leaving the work unfinished,sadly masaccio die at 27 leave the work unfinished,"[{'start': 6, 'end': 14, 'text': 'Masaccio', 'label': 'person', 'score': 0.9781602025032043}]",[]
en-doc6170-sent80,This table displays the Oscar nominations for Mr. Coppola .,"['This', 'table', 'displays', 'the', 'Oscar', 'nominations', 'for', 'Mr.', 'Coppola', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",this table displays the oscar nominations for mr coppola,this table display the oscar nomination for mr coppola,"[{'start': 46, 'end': 57, 'text': 'Mr. Coppola', 'label': 'person', 'score': 0.9425647854804993}]",[]
en-doc6089-sent0,"He was the Republican candidate in the 1916 U.S. Presidential election , losing to Woodrow Wilson .","['He', 'was', 'the', 'Republican', 'candidate', 'in', 'the', '1916', 'U.S.', 'Presidential', 'election', ',', 'losing', 'to', 'Woodrow', 'Wilson', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0]",he was the republican candidate in the 1916 u s presidential election losing to woodrow wilson,he be the republican candidate in the 1916 u s presidential election lose to woodrow wilson,"[{'start': 11, 'end': 21, 'text': 'Republican', 'label': 'organization', 'score': 0.7387363314628601}, {'start': 44, 'end': 48, 'text': 'U.S.', 'label': 'location', 'score': 0.7125726938247681}, {'start': 83, 'end': 97, 'text': 'Woodrow Wilson', 'label': 'person', 'score': 0.988955557346344}]","[{'text': 'republican', 'start': 11, 'end': 21, 'label': 'MISC'}, {'text': 'wilson', 'start': 88, 'end': 94, 'label': 'PER'}]"
en-doc6281-sent6,This system began in 841 BCE during the Zhou dynasty .,"['This', 'system', 'began', 'in', '841', 'BCE', 'during', 'the', 'Zhou', 'dynasty', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",this system began in 841 bce during the zhou dynasty,this system begin in 841 bce during the zhou dynasty,"[{'start': 40, 'end': 52, 'text': 'Zhou dynasty', 'label': 'organization', 'score': 0.7147786617279053}]",[]
en-doc5868-sent14,"The modern-day Xfce used to take part of its look-and-feel from the CDE environment , but no longer does .","['The', 'modern-day', 'Xfce', 'used', 'to', 'take', 'part', 'of', 'its', 'look-and-feel', 'from', 'the', 'CDE', 'environment', ',', 'but', 'no', 'longer', 'does', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",the modern day xfce used to take part of its look and feel from the cde environment but no longer does,the modern day xfce use to take part of its look and feel from the cde environment but no long do,"[{'start': 68, 'end': 83, 'text': 'CDE environment', 'label': 'location', 'score': 0.5648874640464783}]",[]
en-doc6250-sent22,Solinus embraces the account of Plinius .,"['Solinus', 'embraces', 'the', 'account', 'of', 'Plinius', '.']","[2, 0, 0, 0, 0, 2, 0]",solinus embraces the account of plinius,solinus embrace the account of plinius,"[{'start': 0, 'end': 7, 'text': 'Solinus', 'label': 'person', 'score': 0.9698689579963684}, {'start': 32, 'end': 39, 'text': 'Plinius', 'label': 'person', 'score': 0.7359606027603149}]",[]
en-doc5831-sent32,The day started with a procession of eight trains setting out from Liverpool .,"['The', 'day', 'started', 'with', 'a', 'procession', 'of', 'eight', 'trains', 'setting', 'out', 'from', 'Liverpool', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",the day started with a procession of eight trains setting out from liverpool,the day start with a procession of eight train set out from liverpool,"[{'start': 67, 'end': 76, 'text': 'Liverpool', 'label': 'location', 'score': 0.9693952202796936}]","[{'text': 'liverpool', 'start': 67, 'end': 76, 'label': 'LOC'}]"
