id,words,ner_tags,text
en-doc6035-sent14,"['In' 'North' 'America' ',' 'Australia' ',' 'and' 'the' 'United' 'Kingdom'
 ',' 'couscous' 'is' 'available' 'most' 'commonly' 'as' 'either' 'plain'
 'or' 'pre-flavoured' ',' 'quick' 'preparation' 'boxes' '.']",[0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"In North America , Australia , and the United Kingdom , couscous is available most commonly as either plain or pre-flavoured , quick preparation boxes ."
en-doc5979-sent202,"['Again' 'fans' 'saw' 'a' 'hard' 'fought' 'game' 'go' 'into' 'extra'
 'innings' 'with' 'the' 'Phillies' 'taking' 'the' 'lead' 'and' 'the' 'win'
 'in' 'the' 'tenth' 'inning' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0],Again fans saw a hard fought game go into extra innings with the Phillies taking the lead and the win in the tenth inning .
en-doc6313-sent144,"['The' 'next' 'morning' 'Bogart' 'was' 'awakened' 'by' 'a' 'city'
 'official' 'who' 'served' 'him' 'a' 'summons' 'for' 'assault' '.']",[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0],The next morning Bogart was awakened by a city official who served him a summons for assault .
en-doc6048-sent113,"['He' 'offered' 'himself' 'to' 'the' 'government' 'in' 'any' 'capacity'
 'necessary' ',' 'but' 'the' 'Roosevelt' 'Administration' 'did' 'not'
 'call' 'upon' 'him' 'to' 'serve' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0],"He offered himself to the government in any capacity necessary , but the Roosevelt Administration did not call upon him to serve ."
en-doc6157-sent5,"['In' 'it' 'Hodgson' 'envisions' 'structures' 'complete' 'with' 'a' 'full'
 'artificial' 'ecology' ',' 'agriculture' ',' 'and' 'public' 'transport'
 'by' 'mobile' 'roadways' '.']",[0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"In it Hodgson envisions structures complete with a full artificial ecology , agriculture , and public transport by mobile roadways ."
en-doc6093-sent14,"['Kite' 'fighting' 'is' 'a' 'very' 'popular' 'sport' 'in' 'Pakistan' ','
 'mainly' 'centered' 'in' 'Lahore' '.']",[0 0 0 0 0 0 0 0 1 0 0 0 0 1 0],"Kite fighting is a very popular sport in Pakistan , mainly centered in Lahore ."
en-doc6189-sent66,"['Palestinian' 'commentators' 'accused' 'Sharon' 'of' 'purposely'
 'inflaming' 'emotions' 'with' 'the' 'event' 'to' 'provoke' 'a' 'violent'
 'response' 'and' 'obstruct' 'success' 'of' 'delicate' 'ongoing' 'peace'
 'talks' '.']",[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Palestinian commentators accused Sharon of purposely inflaming emotions with the event to provoke a violent response and obstruct success of delicate ongoing peace talks .
en-doc6026-sent0,"['The' 'first' 'remains' 'that' 'can' 'definitely' 'be' 'ascribed' 'to'
 'this' 'genus' 'were' 'described' 'in' '1877' 'by' 'Othniel' 'Charles'
 'Marsh' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 0],The first remains that can definitely be ascribed to this genus were described in 1877 by Othniel Charles Marsh .
en-doc6117-sent3,"['Herat' 'fell' 'to' 'Ahmad' 'after' 'almost' 'a' 'year' 'of' 'siege'
 'and' 'bloody' 'conflict' ',' 'as' 'did' 'Mashhad' '(' 'in' 'present-day'
 'Iran' ')' '.']",[1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0],"Herat fell to Ahmad after almost a year of siege and bloody conflict , as did Mashhad ( in present-day Iran ) ."
en-doc5870-sent0,"['His' 'American' 'Fur' 'Company' 'founded' 'Fort' 'Astoria' 'at' 'the'
 'site' 'in' '1810' '.']",[0 4 4 4 0 1 1 0 0 0 0 0 0],His American Fur Company founded Fort Astoria at the site in 1810 .
en-doc5937-sent211,"['Hussar' ':' 'A' 'type' 'of' 'irregular' 'light' 'horsemen' 'was'
 'already' 'well' 'established' 'by' 'the' '15th' 'century' 'in'
 'medieval' 'Hungary' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0],Hussar : A type of irregular light horsemen was already well established by the 15th century in medieval Hungary .
en-doc6128-sent94,"['Athaliah' ',' 'the' 'mother' 'of' 'Ahaziah' ',' 'on' 'discovering' 'the'
 'death' 'of' 'her' 'son' ',' 'sets' 'out' 'to' 'kill' 'the' 'entire'
 'remaining' 'royal' 'family' 'and' 'take' 'the' 'throne' '.']",[2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Athaliah , the mother of Ahaziah , on discovering the death of her son , sets out to kill the entire remaining royal family and take the throne ."
en-doc5937-sent75,"['Károlyi' '(' 'with' 'a' 'new' 'Czechoslovakian' 'passport' 'and'
 'Czechoslovak' 'diplomatic' 'help' ')' 'moved' 'to' 'Paris' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],Károlyi ( with a new Czechoslovakian passport and Czechoslovak diplomatic help ) moved to Paris .
en-doc5860-sent1,"['It' 'was' 'produced' 'by' 'Charles/Burrows/Charles' 'Productions' 'in'
 'association' 'with' 'Paramount' 'Network' 'Television' 'for' 'NBC' ','
 'having' 'been' 'created' 'by' 'the' 'team' 'of' 'James' 'Burrows' ','
 'Glen' 'Charles' ',' 'and' 'Les' 'Charles' '.']",[0 0 0 0 4 4 0 0 0 4 4 4 0 4 0 0 0 0 0 0 0 0 2 2 0 2 2 0 0 2 2 0],"It was produced by Charles/Burrows/Charles Productions in association with Paramount Network Television for NBC , having been created by the team of James Burrows , Glen Charles , and Les Charles ."
en-doc6415-sent34,"['In' 'this' 'period' 'prior' 'to' 'modern' 'computers' ',' 'women' 'at'
 'the' 'United' 'States' 'Naval' 'Observatory' '(' 'USNO' ')' ','
 'Harvard' 'University' ',' 'and' 'other' 'astronomy' 'research'
 'institutions' 'began' 'to' 'be' 'hired' 'as' 'human' '""' 'computers,'
 '""' 'who' 'performed' 'the' 'tedious' 'calculations' 'while' 'scientists'
 'performed' 'research' 'requiring' 'more' 'background' 'knowledge' '.']","[0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 0 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]","In this period prior to modern computers , women at the United States Naval Observatory ( USNO ) , Harvard University , and other astronomy research institutions began to be hired as human "" computers, "" who performed the tedious calculations while scientists performed research requiring more background knowledge ."
en-doc6316-sent15,"['By' 'June' '29' ',' 'Lee' ""'s"" 'army' 'was' 'strung' 'out' 'in' 'an'
 'arc' 'from' 'Chambersburg' '(' '28' 'miles' '(' '45' 'km' ')'
 'northwest' 'of' 'Gettysburg' ')' 'to' 'Carlisle' '(' '30' 'miles' '('
 '48' 'km' ')' 'north' 'of' 'Gettysburg' ')' 'to' 'near' 'Harrisburg'
 'and' 'Wrightsville' 'on' 'the' 'Susquehanna' 'River' '.']","[0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0
 1 0 0 0 1 0 1 0 0 1 1 0]","By June 29 , Lee 's army was strung out in an arc from Chambersburg ( 28 miles ( 45 km ) northwest of Gettysburg ) to Carlisle ( 30 miles ( 48 km ) north of Gettysburg ) to near Harrisburg and Wrightsville on the Susquehanna River ."
en-doc5979-sent14,"['A' 'starter' 'for' 'the' 'Colt' '.45s' ',' 'Farrell' 'was' 'primarily'
 'a' 'relief' 'pitcher' 'prior' 'to' 'playing' 'for' 'Houston' '.']",[0 0 0 0 4 0 0 2 0 0 0 0 0 0 0 0 0 4 0],"A starter for the Colt .45s , Farrell was primarily a relief pitcher prior to playing for Houston ."
en-doc5999-sent34,"['He' 'disliked' 'what' 'he' 'saw' 'as' 'a' 'narrow' 'orthodoxy' 'and'
 'obdurance' 'to' 'the' 'facts' 'in' 'Stalin' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0],He disliked what he saw as a narrow orthodoxy and obdurance to the facts in Stalin .
en-doc6387-sent31,"['Fox' 'News' 'Channel' 'began' 'producing' 'its' 'standard' 'definition'
 'programs' 'in' 'letterboxed' 'format' 'on' 'September' '28' ',' '2009'
 ';' 'therefore' 'high' 'definition' 'and' 'standard' 'definition'
 'viewers' 'now' 'both' 'see' 'the' 'same' 'picture' 'and' 'stylized'
 'pillarboxes' 'are' 'no' 'longer' 'needed' '.']","[4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]","Fox News Channel began producing its standard definition programs in letterboxed format on September 28 , 2009 ; therefore high definition and standard definition viewers now both see the same picture and stylized pillarboxes are no longer needed ."
en-doc5977-sent33,"['By' 'Bergman' ""'s"" 'own' 'account' ',' 'he' 'never' 'had' 'a' 'problem'
 'with' 'funding' '.']",[0 2 0 0 0 0 0 0 0 0 0 0 0 0],"By Bergman 's own account , he never had a problem with funding ."
en-doc6268-sent2,"['Forty-seven' 'of' 'these' 'deaths' 'were' 'known' 'to' 'have' 'occurred'
 'during' 'power' 'outages' 'due' 'to' 'severe' 'weather' ',' 'including'
 'Hurricane' 'Katrina' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Forty-seven of these deaths were known to have occurred during power outages due to severe weather , including Hurricane Katrina ."
en-doc6189-sent29,"['At' 'the' 'start' 'of' 'the' 'Yom' 'Kippur' 'War' 'on' '6' 'October'
 '1973' ',' 'Sharon' 'was' 'called' 'back' 'to' 'active' 'duty' 'along'
 'with' 'his' 'assigned' 'reserve' 'armored' 'division' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"At the start of the Yom Kippur War on 6 October 1973 , Sharon was called back to active duty along with his assigned reserve armored division ."
en-doc6404-sent29,"['Taking' 'Honda' ""'s"" 'story' 'as' 'an' 'archetype' 'of' 'the' 'smaller'
 'manufacturer' 'entering' 'a' 'new' 'market' 'already' 'occupied' 'by'
 'highly' 'dominant' 'competitors' ',' 'the' 'story' 'of' 'their' 'market'
 'entry' ',' 'and' 'their' 'subsequent' 'huge' 'success' 'in' 'the' 'U.S.'
 'and' 'around' 'the' 'world' ',' 'has' 'been' 'the' 'subject' 'of' 'some'
 'academic' 'controversy' '.']","[0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","Taking Honda 's story as an archetype of the smaller manufacturer entering a new market already occupied by highly dominant competitors , the story of their market entry , and their subsequent huge success in the U.S. and around the world , has been the subject of some academic controversy ."
en-doc5979-sent180,"['In' 'the' 'third' 'Art' 'Howe' 'knocked' 'one' 'out' 'to' 'give' 'the'
 'Astros' 'a' '4' '--' '0' 'lead' '.']",[0 0 0 2 2 0 0 0 0 0 0 4 0 0 0 0 0 0],In the third Art Howe knocked one out to give the Astros a 4 -- 0 lead .
en-doc6249-sent20,"['Openly' 'gay' 'service' 'member' 'Dan' 'Choi' ',' 'a' 'founder' 'of'
 'West' 'Point' ""'s"" 'LBGT' 'group' 'Knights' 'Out' ',' 'made' 'an'
 'appearance' 'on' 'the' 'web-based' 'documentary' 'series' 'In' 'Their'
 'Boots' ',' 'criticizing' 'the' 'U.S.' 'military' ""'s"" 'neglect' 'of'
 'service' 'members' 'families' '.']","[0 0 0 0 2 2 0 0 0 0 4 4 0 0 0 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 0 0 0
 0 0 0 0]","Openly gay service member Dan Choi , a founder of West Point 's LBGT group Knights Out , made an appearance on the web-based documentary series In Their Boots , criticizing the U.S. military 's neglect of service members families ."
en-doc5851-sent8,"['Some' 'owners' 'replaced' 'the' '8088' 'with' 'an' 'NEC' 'V20' 'for' 'a'
 'slight' 'increase' 'in' 'processing' 'speed' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Some owners replaced the 8088 with an NEC V20 for a slight increase in processing speed .
en-doc6380-sent88,"['In' 'the' 'end' ',' 'the' 'power' 'vacuum' 'and' 'interregnum' 'of'
 '1917-1919' 'gave' 'way' 'to' 'the' 'Finnish' 'compromise' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"In the end , the power vacuum and interregnum of 1917-1919 gave way to the Finnish compromise ."
en-doc5824-sent102,"['It' 'may' 'have' 'inspired' 'the' 'creation' 'of' 'Old' 'Sturbridge'
 'Village' 'as' 'well' '.']",[0 0 0 0 0 0 0 1 1 1 0 0 0],It may have inspired the creation of Old Sturbridge Village as well .
en-doc6425-sent9,"['Just' 'before' '10' 'a.m.' 'on' 'Sunday' ',' 'the' 'royal' 'couple'
 'arrived' 'in' 'Sarajevo' 'by' 'train' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],"Just before 10 a.m. on Sunday , the royal couple arrived in Sarajevo by train ."
en-doc6242-sent28,"['Downtown' 'Gary' 'was' 'developed' 'in' 'the' '1920s' 'and' 'houses'
 'several' 'pieces' 'of' 'impressive' 'architecture' ',' 'including'
 'several' 'structures' 'designed' 'by' 'Frank' 'Lloyd' 'Wright' '.']",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 0],"Downtown Gary was developed in the 1920s and houses several pieces of impressive architecture , including several structures designed by Frank Lloyd Wright ."
en-doc5872-sent38,"['Tom' ""'s"" 'Aunt' 'Polly' 'arrives' 'and' 'reveals' 'Huck' ""'s"" 'and'
 'Tom' ""'s"" 'true' 'identities' '.']",[2 0 2 2 0 0 0 2 0 0 2 0 0 0 0],Tom 's Aunt Polly arrives and reveals Huck 's and Tom 's true identities .
en-doc5967-sent31,"['Creation' 'science' 'is' 'the' 'attempt' 'to' 'present' 'scientific'
 'evidence' 'interpreted' 'with' 'Genesis' 'axioms' 'that' 'supports'
 'the' 'claims' 'of' 'creationism' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Creation science is the attempt to present scientific evidence interpreted with Genesis axioms that supports the claims of creationism .
en-doc6136-sent36,"['Belize' 'has' 'the' 'most' 'expensive' 'electricity' 'in' 'the' 'region'
 '.']",[1 0 0 0 0 0 0 0 0 0],Belize has the most expensive electricity in the region .
en-doc5822-sent37,"['However' ',' 'it' 'also' 'seems' 'to' 'have' 'been' 'intended' 'for'
 'private' 'reading' 'as' 'well' ',' 'since' 'Chaucer' 'frequently'
 'refers' 'to' 'himself' 'as' 'the' 'writer' ',' 'rather' 'than' 'the'
 'speaker' ',' 'of' 'the' 'work' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"However , it also seems to have been intended for private reading as well , since Chaucer frequently refers to himself as the writer , rather than the speaker , of the work ."
en-doc5974-sent6,"['Bayer' 'marketed' 'the' 'drug' 'as' 'a' 'cure' 'for' 'morphine'
 'addiction' 'before' 'it' 'was' 'discovered' 'that' 'it' 'rapidly'
 'metabolizes' 'into' 'morphine' '.']",[4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Bayer marketed the drug as a cure for morphine addiction before it was discovered that it rapidly metabolizes into morphine .
en-doc6380-sent5,"['The' 'shift' 'to' 'peaceful' 'development' 'of' 'Finnish' 'society'
 'was' 'facilitated' 'by' 'the' 'outcome' 'of' 'World' 'War' 'I' 'and'
 'by' 'the' 'pre-1918' 'cultural' 'and' 'national' 'integrity' 'of' 'the'
 'nation' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],The shift to peaceful development of Finnish society was facilitated by the outcome of World War I and by the pre-1918 cultural and national integrity of the nation .
en-doc6013-sent10,"['Although' 'not' 'very' 'much' 'is' 'known' 'about' 'Allen' ""'s""
 'childhood' ',' 'the' 'town' 'of' 'Cornwall' 'was' 'frontier' 'territory'
 'in' 'the' '1740s' '.']",[0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0],"Although not very much is known about Allen 's childhood , the town of Cornwall was frontier territory in the 1740s ."
en-doc6405-sent5,"['In' 'time' ',' 'projects' 'were' 'devised' 'in' 'Virginia' ','
 'Maryland' ',' 'Pennsylvania' ',' 'and' 'elsewhere' '.']",[0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0],"In time , projects were devised in Virginia , Maryland , Pennsylvania , and elsewhere ."
en-doc5949-sent14,"['Berry' ""'s"" 'performance' 'was' 'recognized' 'with' 'several' 'awards'
 ',' 'including' 'an' 'Emmy' 'and' 'a' 'Golden' 'Globe' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Berry 's performance was recognized with several awards , including an Emmy and a Golden Globe ."
en-doc5979-sent352,"['On' 'December' '12' ',' 'the' 'Astros' 'traded' '3' 'for' '2' 'when'
 'they' 'traded' 'Willy' 'Taveras' ',' 'Taylor' 'Buchholz' ',' 'and'
 'Jason' 'Hirsh' 'to' 'the' 'Colorado' 'Rockies' 'for' 'Rockies'
 'pitchers' 'Jason' 'Jennings' 'and' 'Miguel' 'Asencio' '.']",[0 0 0 0 0 4 0 0 0 0 0 0 0 2 2 0 2 2 0 0 2 2 0 0 4 4 0 4 0 2 2 0 2 2 0],"On December 12 , the Astros traded 3 for 2 when they traded Willy Taveras , Taylor Buchholz , and Jason Hirsh to the Colorado Rockies for Rockies pitchers Jason Jennings and Miguel Asencio ."
en-doc5831-sent42,"['Despite' 'Stephenson' ""'s"" 'losing' 'some' 'routes' 'to' 'competitors'
 'due' 'to' 'his' 'caution' ',' 'he' 'was' 'offered' 'more' 'work' 'than'
 'he' 'could' 'cope' 'with' ',' 'and' 'was' 'unable' 'to' 'decline'
 'offers' 'for' 'additional' 'work' '.']",[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Despite Stephenson 's losing some routes to competitors due to his caution , he was offered more work than he could cope with , and was unable to decline offers for additional work ."
en-doc6316-sent67,['That' 'prediction' 'proved' 'to' 'be' 'correct' 'at' 'Gettysburg' '.'],[0 0 0 0 0 0 0 1 0],That prediction proved to be correct at Gettysburg .
en-doc5811-sent20,"['The' 'highest-scoring' 'words' 'that' 'would' 'fit' 'on' 'a' 'Scrabble'
 'board' 'are' 'benzoxycamphors' '(' '45' ')' ',' 'sesquioxidizing' '('
 '42' ')' '(' 'sesquioxidized' 'is' 'in' 'the' 'OED' ')' ',' 'or'
 'oxyphenbutazone' '(' '41' ')' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The highest-scoring words that would fit on a Scrabble board are benzoxycamphors ( 45 ) , sesquioxidizing ( 42 ) ( sesquioxidized is in the OED ) , or oxyphenbutazone ( 41 ) ."
en-doc6023-sent5,"['John' 'Mellencamp' 'has' 'included' 'the' 'accordion' 'in' 'most' 'of'
 'his' 'music' 'since' '1987' ""'s"" 'The' 'Lonesome' 'Jubilee' '.']",[2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],John Mellencamp has included the accordion in most of his music since 1987 's The Lonesome Jubilee .
en-doc5979-sent249,['The' 'Astros' 'finished' 'in' 'fourth' 'place' 'in' '1985' '.'],[0 4 0 0 0 0 0 0 0],The Astros finished in fourth place in 1985 .
en-doc6013-sent2,"['In' 'the' 'late' '1760s' 'he' 'became' 'interested' 'in' 'the' 'New'
 'Hampshire' 'Grants' ',' 'buying' 'land' 'there' 'and' 'becoming'
 'embroiled' 'in' 'the' 'legal' 'disputes' 'surrounding' 'the' 'territory'
 '.']",[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"In the late 1760s he became interested in the New Hampshire Grants , buying land there and becoming embroiled in the legal disputes surrounding the territory ."
en-doc6383-sent5,"['She' 'turned' 'it' 'to' 'Matthew' '9:2' ',' 'which' 'tells' 'the'
 'story' 'of' 'Jesus' 'healing' 'a' 'man' 'who' 'was' 'sick' 'with'
 'palsy' ',' 'and' 'after' 'pondering' 'the' 'meaning' 'of' 'the'
 'passage' ',' 'found' 'herself' 'suddenly' 'well' 'and' 'able' 'to' 'get'
 'up' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]","She turned it to Matthew 9:2 , which tells the story of Jesus healing a man who was sick with palsy , and after pondering the meaning of the passage , found herself suddenly well and able to get up ."
en-doc6013-sent78,"['On' 'May' '3' ',' '1778' 'he' 'was' 'transferred' 'to' 'Staten' 'Island'
 '.']",[0 0 0 0 0 0 0 0 0 1 1 0],"On May 3 , 1778 he was transferred to Staten Island ."
en-doc6208-sent90,"['Rafsanjani' 'served' 'until' '1997' 'when' 'he' 'was' 'succeeded' 'by'
 'the' 'moderate' 'reformist' 'Mohammad' 'Khatami' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 2 2 0],Rafsanjani served until 1997 when he was succeeded by the moderate reformist Mohammad Khatami .
en-doc5902-sent0,"['There' 'was' 'on' 'the' 'promontory' 'a' 'small' 'town' ',' 'or'
 'rather' 'village' ',' 'also' 'called' 'Actium' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],"There was on the promontory a small town , or rather village , also called Actium ."
en-doc6430-sent108,"['While' 'inland' 'areas' 'such' 'as' 'Jaén' ',' 'Córdoba' 'and' 'the'
 'hill' 'villages' 'and' 'towns' 'remain' 'relatively' 'untouched' 'by'
 'tourism' ',' 'the' 'coastal' 'areas' 'of' 'Andalusia' 'have' 'heavy'
 'visitor' 'traffic' 'for' 'much' 'of' 'the' 'year' '.']",[0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],"While inland areas such as Jaén , Córdoba and the hill villages and towns remain relatively untouched by tourism , the coastal areas of Andalusia have heavy visitor traffic for much of the year ."
en-doc5894-sent65,"['In' 'mid-1996' ',' 'Gahan' 'entered' 'a' 'drug' 'rehabilitation'
 'program' 'to' 'battle' 'his' 'heroin' 'addiction' '.']",[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0],"In mid-1996 , Gahan entered a drug rehabilitation program to battle his heroin addiction ."
en-doc6423-sent2,"['An' 'analysis' 'by' 'Battlefield' 'Detectives' 'has' 'looked' 'at' 'the'
 'crowd' 'dynamics' 'of' 'the' 'battlefield' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],An analysis by Battlefield Detectives has looked at the crowd dynamics of the battlefield .
en-doc5937-sent251,"['Nearly' 'all' 'the' 'manifestations' 'of' 'folk' 'art' 'practiced'
 'elsewhere' 'in' 'Europe' 'also' 'flourished' 'among' 'the' 'Magyar'
 'peasantry' 'at' 'one' 'time' 'or' 'another' ',' 'their' 'ceramics' 'and'
 'textile' 'being' 'the' 'most' 'highly' 'developed' 'of' 'all' '.']",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Nearly all the manifestations of folk art practiced elsewhere in Europe also flourished among the Magyar peasantry at one time or another , their ceramics and textile being the most highly developed of all ."
