id,words,ner_tags,text,cleaned_text,lemmatized_text
en-doc5856-sent28,"['In' 'the' '1970s' ',' 'one' 'suggestion' 'was' 'that' 'the' 'lenses'
 'of' 'Clark' 'Kent' ""'s"" 'glasses' '(' 'made' 'of' 'Kryptonian'
 'materials' ')' 'constantly' 'amplified' 'a' 'low-level' 'super-hypnosis'
 'power' ',' 'thereby' 'creating' 'the' 'illusion' 'of' 'others' 'viewing'
 'Clark' 'Kent' 'as' 'a' 'weak' 'and' 'frailer' 'being' '.']","[0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2
 0 0 0 0 0 0 0]","In the 1970s , one suggestion was that the lenses of Clark Kent 's glasses ( made of Kryptonian materials ) constantly amplified a low-level super-hypnosis power , thereby creating the illusion of others viewing Clark Kent as a weak and frailer being .",in the 1970s one suggestion was that the lenses of clark kent s glasses made of kryptonian materials constantly amplified a low level super hypnosis power thereby creating the illusion of others viewing clark kent as a weak and frailer being,in the 1970 one suggestion be that the lense of clark kent s glass make of kryptonian material constantly amplify a low level super hypnosis power thereby create the illusion of other view clark kent as a weak and frailer be
en-doc6218-sent13,"['Another' 'early' 'example' 'of' 'a' 'whodunit' 'is' 'a' 'sub-plot' 'in'
 'the' 'novel' 'Bleak' 'House' '(' '1853' ')' 'by' 'Charles' 'Dickens' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0],Another early example of a whodunit is a sub-plot in the novel Bleak House ( 1853 ) by Charles Dickens .,another early example of a whodunit is a sub plot in the novel bleak house 1853 by charles dickens,another early example of a whodunit be a sub plot in the novel bleak house 1853 by charles dickens
en-doc5979-sent82,"['And' 'although' 'had' 'previously' 'been' 'a' 'National' 'League'
 'All-Star' 'his' 'career' 'descended' 'in' 'Houston' 'while' 'Morgan'
 ""'s"" 'skyrocketed' 'in' 'Cincinnati' '.']",[0 0 0 0 0 0 4 4 0 0 0 0 0 4 0 2 0 0 0 1 0],And although had previously been a National League All-Star his career descended in Houston while Morgan 's skyrocketed in Cincinnati .,and although had previously been a national league all star his career descended in houston while morgan s skyrocketed in cincinnati,and although have previously be a national league all star his career descend in houston while morgan s skyrocket in cincinnati
en-doc6308-sent32,"['In' '1971' ',' 'an' 'improved' 'task' 'priority' 'system' 'for'
 'computerized' 'switching' 'systems' 'for' 'telephone' 'traffic' 'was'
 'invented' 'by' 'Erna' 'Schneider' 'Hoover' ',' 'who' 'received' 'one'
 'of' 'the' 'first' 'software' 'patents' 'for' 'it' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0],"In 1971 , an improved task priority system for computerized switching systems for telephone traffic was invented by Erna Schneider Hoover , who received one of the first software patents for it .",in 1971 an improved task priority system for computerized switching systems for telephone traffic was invented by erna schneider hoover who received one of the first software patents for it,in 1971 an improve task priority system for computerized switching system for telephone traffic be invent by erna schneider hoover who receive one of the first software patent for it
en-doc6260-sent6,"['It' 'is' '1794' 'kilometres' '(' '1115' 'mi' ')' 'long' 'and' 'was'
 'built' 'to' 'carry' 'the' 'Emperor' 'Yang' 'Guang' 'between' 'Beijing'
 'and' 'Hangzhou' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 1 0 1 0],It is 1794 kilometres ( 1115 mi ) long and was built to carry the Emperor Yang Guang between Beijing and Hangzhou .,it is 1794 kilometres 1115 mi long and was built to carry the emperor yang guang between beijing and hangzhou,it be 1794 kilometre 1115 mi long and be build to carry the emperor yang guang between beijing and hangzhou
en-doc5942-sent6,"['It' 'became' 'famous' 'in' 'popular' 'media' 'as' 'the' 'vehicle' 'of'
 'James' 'Bond' 'in' 'the' 'original' 'novels' ',' 'but' 'not' 'in' 'film'
 ';' 'John' 'Steed' ',' 'in' 'the' 'television' 'series' 'The' 'Avengers'
 ',' 'drove' 'a' 'Bentley' '.']",[0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 4 0],"It became famous in popular media as the vehicle of James Bond in the original novels , but not in film ; John Steed , in the television series The Avengers , drove a Bentley .",it became famous in popular media as the vehicle of james bond in the original novels but not in film john steed in the television series the avengers drove a bentley,it become famous in popular medium as the vehicle of james bond in the original novel but not in film john stee in the television series the avenger drive a bentley
en-doc5860-sent90,"['She' 'also' 'did' 'voice' 'work' 'for' 'All' 'Dogs' 'Go' 'to' 'Heaven'
 '2' 'and' 'All' 'Dogs' 'Go' 'to' 'Heaven' ':' 'The' 'Series' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],She also did voice work for All Dogs Go to Heaven 2 and All Dogs Go to Heaven : The Series .,she also did voice work for all dogs go to heaven 2 and all dogs go to heaven the series,she also do voice work for all dog go to heaven 2 and all dog go to heaven the series
en-doc6138-sent62,"['She' 'bows' 'low' 'to' 'Henry' ',' 'put' 'herself' 'at' 'his' 'mercy'
 ',' 'states' 'her' 'case' 'with' 'irrefutable' 'eloquence' 'and' 'then'
 'sweeps' 'out' 'of' 'the' 'courtroom' ',' 'a' 'woman' 'both' 'formidable'
 'and' 'clearly' 'wronged' '.']",[0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"She bows low to Henry , put herself at his mercy , states her case with irrefutable eloquence and then sweeps out of the courtroom , a woman both formidable and clearly wronged .",she bows low to henry put herself at his mercy states her case with irrefutable eloquence and then sweeps out of the courtroom a woman both formidable and clearly wronged,she bow low to henry put herself at his mercy state her case with irrefutable eloquence and then sweep out of the courtroom a woman both formidable and clearly wrong
en-doc6440-sent6,"['In' 'March' '2009' 'AMC' 'Theatres' 'announced' 'that' 'it' 'closed'
 'on' 'a' '$' '315' 'million' 'deal' 'with' 'Sony' 'to' 'replace' 'all'
 'of' 'its' 'movie' 'projectors' 'with' '4k' 'digital' 'projectors'
 'starting' 'in' 'the' 'second' 'quarter' 'of' '2009' 'and' 'completing'
 'in' '2012' '.']","[0 0 0 4 4 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",In March 2009 AMC Theatres announced that it closed on a $ 315 million deal with Sony to replace all of its movie projectors with 4k digital projectors starting in the second quarter of 2009 and completing in 2012 .,in march 2009 amc theatres announced that it closed on a 315 million deal with sony to replace all of its movie projectors with 4k digital projectors starting in the second quarter of 2009 and completing in 2012,in march 2009 amc theatre announce that it close on a 315 million deal with sony to replace all of its movie projector with 4k digital projector start in the second quarter of 2009 and complete in 2012
en-doc5949-sent31,"['Berry' 'appeared' 'in' 'the' 'Limp' 'Bizkit' 'music' 'video' 'for' '""'
 'Behind' 'Blue' 'Eyes' '""' 'for' 'the' 'motion' 'picture' 'soundtrack'
 'for' 'the' 'film' '.']",[2 0 0 0 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Berry appeared in the Limp Bizkit music video for "" Behind Blue Eyes "" for the motion picture soundtrack for the film .",berry appeared in the limp bizkit music video for behind blue eyes for the motion picture soundtrack for the film,berry appear in the limp bizkit music video for behind blue eye for the motion picture soundtrack for the film
en-doc6082-sent4,"['Numerous' 'modules' 'and' 'Perl' 'scripts' 'have' 'been' 'made'
 'available' 'for' 'Irssi' 'to' 'customise' 'how' 'it' 'looks' 'and'
 'operates' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Numerous modules and Perl scripts have been made available for Irssi to customise how it looks and operates .,numerous modules and perl scripts have been made available for irssi to customise how it looks and operates,numerous module and perl script have be make available for irssi to customise how it look and operate
en-doc5909-sent13,"['Conversely' ',' 'rifle' 'bullets' 'can' 'pierce' 'light' 'armor' 'and'
 'are' 'easier' 'to' 'shoot' 'accurately' ',' 'but' 'even' 'a' 'carbine'
 'such' 'as' 'the' 'Colt' 'M4' 'is' 'larger' 'and/or' 'longer' 'than' 'a'
 'submachine' 'gun' ',' 'making' 'it' 'harder' 'to' 'maneuver' 'in'
 'close' 'quarters' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]","Conversely , rifle bullets can pierce light armor and are easier to shoot accurately , but even a carbine such as the Colt M4 is larger and/or longer than a submachine gun , making it harder to maneuver in close quarters .",conversely rifle bullets can pierce light armor and are easier to shoot accurately but even a carbine such as the colt m4 is larger and or longer than a submachine gun making it harder to maneuver in close quarters,conversely rifle bullet can pierce light armor and be easy to shoot accurately but even a carbine such as the colt m4 be large and or long than a submachine gun make it hard to maneuver in close quarter
en-doc6053-sent10,"['Although' 'Clausewitz' 'participated' 'in' 'numerous' 'military'
 'campaigns' ',' 'he' 'was' 'primarily' 'a' 'military' 'theorist'
 'interested' 'in' 'the' 'examination' 'of' 'war' '.']",[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Although Clausewitz participated in numerous military campaigns , he was primarily a military theorist interested in the examination of war .",although clausewitz participated in numerous military campaigns he was primarily a military theorist interested in the examination of war,although clausewitz participate in numerous military campaign he be primarily a military theorist interested in the examination of war
en-doc6084-sent6,"['Pope' 'Julius' 'I' 'wrote' 'to' 'the' 'supporters' 'of' 'Arius'
 'strongly' 'urging' 'the' 'reinstatement' 'of' 'Athanasius' ',' 'but'
 'that' 'effort' 'proved' 'to' 'be' 'in' 'vain' '.']",[0 2 2 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0],"Pope Julius I wrote to the supporters of Arius strongly urging the reinstatement of Athanasius , but that effort proved to be in vain .",pope julius i wrote to the supporters of arius strongly urging the reinstatement of athanasius but that effort proved to be in vain,pope julius I write to the supporter of arius strongly urge the reinstatement of athanasius but that effort prove to be in vain
en-doc6035-sent14,"['In' 'North' 'America' ',' 'Australia' ',' 'and' 'the' 'United' 'Kingdom'
 ',' 'couscous' 'is' 'available' 'most' 'commonly' 'as' 'either' 'plain'
 'or' 'pre-flavoured' ',' 'quick' 'preparation' 'boxes' '.']",[0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"In North America , Australia , and the United Kingdom , couscous is available most commonly as either plain or pre-flavoured , quick preparation boxes .",in north america australia and the united kingdom couscous is available most commonly as either plain or pre flavoured quick preparation boxes,in north america australia and the united kingdom couscous be available most commonly as either plain or pre flavour quick preparation box
en-doc5979-sent202,"['Again' 'fans' 'saw' 'a' 'hard' 'fought' 'game' 'go' 'into' 'extra'
 'innings' 'with' 'the' 'Phillies' 'taking' 'the' 'lead' 'and' 'the' 'win'
 'in' 'the' 'tenth' 'inning' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0],Again fans saw a hard fought game go into extra innings with the Phillies taking the lead and the win in the tenth inning .,again fans saw a hard fought game go into extra innings with the phillies taking the lead and the win in the tenth inning,again fan see a hard fight game go into extra innings with the phillie take the lead and the win in the tenth inning
en-doc6313-sent144,"['The' 'next' 'morning' 'Bogart' 'was' 'awakened' 'by' 'a' 'city'
 'official' 'who' 'served' 'him' 'a' 'summons' 'for' 'assault' '.']",[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0],The next morning Bogart was awakened by a city official who served him a summons for assault .,the next morning bogart was awakened by a city official who served him a summons for assault,the next morning bogart be awaken by a city official who serve he a summon for assault
en-doc6048-sent113,"['He' 'offered' 'himself' 'to' 'the' 'government' 'in' 'any' 'capacity'
 'necessary' ',' 'but' 'the' 'Roosevelt' 'Administration' 'did' 'not'
 'call' 'upon' 'him' 'to' 'serve' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0],"He offered himself to the government in any capacity necessary , but the Roosevelt Administration did not call upon him to serve .",he offered himself to the government in any capacity necessary but the roosevelt administration did not call upon him to serve,he offer himself to the government in any capacity necessary but the roosevelt administration do not call upon he to serve
en-doc6157-sent5,"['In' 'it' 'Hodgson' 'envisions' 'structures' 'complete' 'with' 'a' 'full'
 'artificial' 'ecology' ',' 'agriculture' ',' 'and' 'public' 'transport'
 'by' 'mobile' 'roadways' '.']",[0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"In it Hodgson envisions structures complete with a full artificial ecology , agriculture , and public transport by mobile roadways .",in it hodgson envisions structures complete with a full artificial ecology agriculture and public transport by mobile roadways,in it hodgson envision structure complete with a full artificial ecology agriculture and public transport by mobile roadway
en-doc6093-sent14,"['Kite' 'fighting' 'is' 'a' 'very' 'popular' 'sport' 'in' 'Pakistan' ','
 'mainly' 'centered' 'in' 'Lahore' '.']",[0 0 0 0 0 0 0 0 1 0 0 0 0 1 0],"Kite fighting is a very popular sport in Pakistan , mainly centered in Lahore .",kite fighting is a very popular sport in pakistan mainly centered in lahore,kite fighting be a very popular sport in pakistan mainly center in lahore
en-doc6189-sent66,"['Palestinian' 'commentators' 'accused' 'Sharon' 'of' 'purposely'
 'inflaming' 'emotions' 'with' 'the' 'event' 'to' 'provoke' 'a' 'violent'
 'response' 'and' 'obstruct' 'success' 'of' 'delicate' 'ongoing' 'peace'
 'talks' '.']",[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Palestinian commentators accused Sharon of purposely inflaming emotions with the event to provoke a violent response and obstruct success of delicate ongoing peace talks .,palestinian commentators accused sharon of purposely inflaming emotions with the event to provoke a violent response and obstruct success of delicate ongoing peace talks,palestinian commentator accuse sharon of purposely inflame emotion with the event to provoke a violent response and obstruct success of delicate ongoing peace talk
en-doc6026-sent0,"['The' 'first' 'remains' 'that' 'can' 'definitely' 'be' 'ascribed' 'to'
 'this' 'genus' 'were' 'described' 'in' '1877' 'by' 'Othniel' 'Charles'
 'Marsh' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 0],The first remains that can definitely be ascribed to this genus were described in 1877 by Othniel Charles Marsh .,the first remains that can definitely be ascribed to this genus were described in 1877 by othniel charles marsh,the first remain that can definitely be ascribe to this genus be describe in 1877 by othniel charles marsh
en-doc6117-sent3,"['Herat' 'fell' 'to' 'Ahmad' 'after' 'almost' 'a' 'year' 'of' 'siege'
 'and' 'bloody' 'conflict' ',' 'as' 'did' 'Mashhad' '(' 'in' 'present-day'
 'Iran' ')' '.']",[1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0],"Herat fell to Ahmad after almost a year of siege and bloody conflict , as did Mashhad ( in present-day Iran ) .",herat fell to ahmad after almost a year of siege and bloody conflict as did mashhad in present day iran,herat fall to ahmad after almost a year of siege and bloody conflict as do mashhad in present day iran
